"","LPC.20.4","LPC.22.4","PE.40.4","PE.P.16.0.22.5","PE.P.18.0.16.0","PE.P.18.0.20.3","PE.P.18.0.22.4","PE.P.18.1.16.0","PE.P.18.1.22.5","PC.O.32.0","PC.O.34.1","PC.O.36.5","PC.O.40.6","PC.32.2","PC.34.1","SM.34.2.O2","SM.38.2.O2","SM.42.2.O2","DG.38.5","CE.18.3","CE.22.5"
"TRD12",0.145087496648587,-0.164447531019955,-0.934480785344717,-0.888282916628625,-0.183973415697817,0.215657259511407,-0.53858263774647,-0.503024523135809,-0.33781462155158,-1.44931968733451,-1.59098697537203,-1.24498856729104,-1.72066668697428,-0.591331425526607,-0.653531867347718,-1.41781807167504,-0.941405521045392,-1.44144424081498,-0.183923165485739,-0.710140668547471,-1.20079423060477
"TRD13",1.24327859376869,-0.56681669251321,0.111832250590925,0.771031467246808,-0.939635383524385,1.02202228525054,0.338740524262274,-0.229117338084112,-0.0598030429311299,1.49435091843764,1.54187851006311,1.38969238797701,0.9881347148434,1.0584276605397,0.892884923349592,1.38644362880702,0.66669875324616,0.883359196110557,0.181753962962779,0.585553568551118,-0.238659435921462
"TRD15",0.190240706876203,-0.50179341635838,-0.622519586430198,-0.88591668091985,-0.451528026502663,-1.02965109272679,-0.561546652691798,-0.581410048180129,-0.281549820862608,-0.755726860938195,-0.815045662907018,1.03088426073991,-0.153067493140777,-0.314042071025267,-0.141660372763158,1.98989782303715,2.05426476003385,1.80034636787917,1.38770283730518,-0.289359931573955,1.13897479203695
"TRD19",-1.09192233581411,0.552125564888278,-0.481685337802045,-1.60828073534147,-1.25658929487886,-1.73654358854156,-0.858886020833881,-0.758286336189818,-0.308428007906715,-1.11063374344512,0.110727848685538,-0.823281297061595,-0.0114368129829224,-1.33896158031659,-1.50583422316686,-1.4525477249169,-0.71001665333513,-1.11281196763636,-0.267306480540132,-1.43016163504663,0.578062756496062
"TRD20",0.726426134524703,-0.192318508883249,0.00557308961482705,0.382773333418764,2.40943494558842,1.10631496430474,-0.144209537239258,-0.186149761237923,-0.0591603229225792,1.08972062024541,0.75334875905942,1.02907692181376,1.06180136714614,0.000764913579859845,0.847205071515744,0.575233842361035,-0.053102235957098,0.185600504960834,3.56993427257273,1.60320955981876,-0.827171064871365
"TRD22",-0.61353368085417,-0.571228274654905,-0.42698526502247,-0.50709177608032,-0.867663068233068,-0.612250493262765,-0.183440472412114,-0.534920497148073,-0.244679323752578,-0.528639233670715,-0.571186511453926,0.358393412305464,-0.662739294708498,-0.433795036330742,-0.165114631548196,1.52243821827659,0.98632434770215,0.354330730596434,0.0201255068598265,-0.300082301186676,0.459353979767755
"TRD23",-0.312566798800914,-0.439050789710841,-0.836605450469239,-0.0212241637546514,-0.69454395232238,-0.813882377655618,-0.198689126416433,-0.638351171958555,-0.45829303751033,-0.622260165495265,-1.93418269351555,-0.945624048086903,-0.665859384097928,-0.325980218474552,-1.04220058900092,-1.29829580147508,-1.12426300970425,-1.41333486193787,-0.665748882188017,-0.626122912200033,-0.665699835324793
"TRD34",0.732369807834592,0.448351509543414,-0.522313589857214,-0.811268300747065,0.672793691143734,-0.668518091776942,-0.566806912766528,-0.407241309589661,-0.396264813840736,-0.688921839301909,-0.903638841550078,-0.476637309386615,-1.17239827767294,-1.18737396523941,-1.26379942013611,-1.37924730056222,-1.19026370312802,-0.822905677484176,-0.360056855129642,-1.02728101196021,-0.242179032953831
"TRD36",-1.07897414966371,-0.371632043589813,0.421916463727677,-0.0143638572681928,-0.107804640618951,0.237626367764935,-0.403034979788697,-0.190023678731685,-0.0563762397879973,0.0253316459417945,0.692982650719161,1.1494178740812,0.41366776820314,-0.0522676598924295,1.68000958367691,0.0345526087232656,0.123197124302035,0.720665197002037,0.354230369413607,0.663686049514329,0.184427364991036
"TRD43",-0.163993489779549,-0.60284104864961,0.179826601261363,-1.12068171102925,-0.687147123834039,-0.495493386055064,-0.512538484787713,-1.20431666876444,-0.364285305924592,1.03632906708132,-0.50905483483587,0.0878797987405777,0.337444838303755,-0.308092975964199,-0.4445145002134,-0.637167443803368,-0.167934858760094,-0.551348922270067,0.0397008912992031,0.77604641791203,-0.043176628406494
"TRD47",-0.893628700355074,-1.155047531943,-0.807779328337698,-1.20866986462066,0.699877521415176,-1.45919308141635,-0.00980590372949504,2.63512562746497,4.7476758604611,-0.593317252085775,-0.273400196903081,-1.25303270427381,-0.614613916198914,-0.617172315755095,-0.995467880125408,-1.07742339493557,-0.603049014391174,-0.546401262756933,-0.709847117432197,-0.844131638505057,-1.22132727450705
"TRD50",-1.90202400082548,-0.280991422500414,-0.0842612985039963,-0.149993316710538,0.379727028778486,1.44093475437375,0.146306039466008,0.180888992292858,-0.0138665087086776,-0.538190145542945,0.346131257010339,0.0203384283116411,-0.276033873415166,-0.302879266891905,0.0740147420385669,-0.108369331796742,-0.28159098130202,0.31796312076687,-0.675837125484304,-0.843668806968447,-0.166368339618472
"TRD51",0.871941094984664,0.918285756958264,-0.869880481258804,-1.20927980937702,-1.19545278414727,-0.748469949555006,-0.82917517097736,-0.459973089761385,-0.371336561774171,-0.494710775603121,-0.568207194087664,1.25516567223683,-0.0535893426175993,-1.45886062789842,-0.69209293245433,-0.40284111747431,-0.167689806844088,0.447432634843328,-0.143200924003243,-1.68335946438989,-0.419019516262429
"TRD54",-0.6320959808402,-1.60050926194002,0.237686671054153,-1.25793978585197,-0.815006587703931,-0.126268768090343,-0.756531964764266,-1.33992283934796,-0.477885708508144,-1.72967786362649,-2.09677052227102,-2.18635864586357,-1.57024223821258,-0.965611013535981,-1.12808029625169,-1.89425577293138,-1.75742219080626,-2.51783235646439,-0.329733993248481,-1.20680330797712,-0.109451656936328
"TRD60",-1.03756904233876,-1.63587171190155,-0.390800676817004,-0.935547757248936,-0.399174539459993,-0.296543796259792,-0.484901707146206,-0.651376886011046,-0.242841374241902,0.938641583668465,0.391077436237661,-0.989272642747314,0.715898387109451,0.0840981926865218,0.175019642451743,0.850300078609272,0.929965842636916,1.13391244222427,-0.476855827583802,0.0431360738808634,-0.410741464665942
"TRD61",-0.561910906704106,-1.0406705952017,-0.742438195076488,-1.01234584410896,-1.1981532135954,-1.01317680963158,-0.833056783050346,-0.725006729461679,-0.457561303412732,-0.200189601600149,0.103848966859977,-1.2368163251545,-0.761573000289203,-0.995603667969499,-0.668854109289798,-0.0457911890964978,-0.266219110479262,-0.221541282993241,-0.250804629974153,-0.97355225696432,-0.100033440345831
"UDK1",1.21589360600452,1.55182114726192,-0.263660622714168,2.07155452849322,3.65729089508541,0.782717100421486,1.30604651159931,4.93749809000365,5.72666956176548,1.32297220418756,0.917838212429508,1.02226459848919,0.689459811086477,-0.195323289070606,-0.844742516466455,-0.935602250945211,-1.23017862339651,-0.418725656000721,-0.324915631964457,-0.401403811556999,0.388983415678298
"UDK10",0.632343011348314,-1.0655449842257,-0.319540777365897,1.28192239811122,0.0121997171143214,0.838647217918108,0.143592852690621,-0.115048319168919,0.0466314861989355,2.01277240683198,1.92951199970837,-0.689708355337231,-0.446173540777875,-0.3460960849183,1.68815033517688,0.14896379595944,-1.52298342108828,-0.924443536694394,-0.814092008946608,0.310235289847152,-0.397711838317102
"UDK12",1.48995589582124,2.2274022136499,-0.316726937701848,1.36359840265073,0.817912421486423,0.611735966834434,0.742216080160174,0.553965415856553,-0.00420704433593991,0.865771846162653,1.43336516494126,3.57759716735127,1.91030027973831,-0.0300744403602271,-0.0841108332870262,0.39389247100634,-0.0474747630679781,0.439631947892541,-0.469125487306469,-0.0514754010241628,-1.09281886114823
"UDK14",-0.826314701947578,-0.9457591033173,0.203149608262423,0.369848300562835,-1.14044052926087,0.147856983338598,-0.522203098213149,-0.628373515652058,-0.299210263986614,0.246565516595114,-0.74130565963152,-1.34067937962088,-1.11127607594433,0.683856121939207,0.526737461152594,-0.465454762787105,-0.497794954981732,-0.827812316889537,-0.508935316802384,1.00846866316079,0.325734193882086
"UDK15",-0.243580881467058,-1.061312386917,-0.620332501360471,-0.860130316296396,0.676690944863398,-1.36342887898187,-1.05166680999546,0.170648331420533,-0.102692998170385,-0.92539468692193,-0.691532328137876,-0.771706541327452,-0.258748193639628,-0.573162342110315,-1.23363817252915,-0.594666813683962,-0.719326049431351,-0.230217512418629,-0.716821221224645,-0.958007485230767,-0.494336910714165
"UDK16",0.212647087091714,-0.746492699648869,1.6324451037851,1.76187155051504,3.30816286288687,2.66616298606742,1.67506619088996,1.18767428194167,0.0351367044525628,-0.723046747735228,-0.494910544624147,1.85444131069016,0.700893798463299,1.27085552151175,1.47408629345529,2.58178792648491,1.96459538142869,1.31952772239258,2.28924049723147,2.05265408950101,2.3738784795828
"UDK17",-0.411030274248117,0.810772156863537,-0.538091940088964,-0.0658559349224827,-0.711261617938118,-1.09118871780202,0.268240838836099,-1.26754322050011,-0.147627406035499,1.91425472475392,2.00908546588652,0.0740374004135844,3.40185972564838,-0.762510005774056,0.325471708544393,-0.259402403019839,0.45560525832164,0.341441524597584,-0.578589069974255,-1.14214447725661,0.883390276605516
"UDK18",0.806282323794517,-0.051340373471264,-0.442722312388695,-0.0995283849323741,-0.647057298156062,0.324118335866424,-0.10256291795715,-0.126390549889421,-0.0942491025405503,-0.958694619890318,-0.263669953949885,-0.34691613484141,-1.02221283383697,0.875963836638357,0.223258073849266,0.0454735264172112,-0.523156672071361,-0.676191058379296,-0.833157393608776,1.03480674532919,-0.427284463455567
"UDK19",-0.516174402669527,-0.615633398600677,0.315908397949933,-0.0936916701840614,-0.75983147381855,-1.05920559646886,-0.378042878844887,-0.918238852137552,-0.340028248803666,0.525980324882692,-0.339295381643617,-0.779160040425832,-1.03591798826322,-0.220736363097594,0.217131641853035,-0.342495236178627,-0.385118247269372,-0.318174163561357,-0.256831269056306,0.127388999583757,1.41665431434752
"UDK2",-0.732358700384327,0.0862179133705571,-0.115945185569272,-0.498694988405725,1.07468046417309,0.250386660937089,-0.35078619136043,0.97027623249264,-0.171086925632784,-0.660105443410078,0.265073574402533,0.907022339675556,0.292336586854004,-0.504551653109737,-0.366644617020072,1.37499088012958,1.03708722539552,1.18613631960257,-0.517114921939598,-0.58058396046491,-0.50845625010412
"UDK20",-0.826817794128316,-0.615469047747733,-0.0212455821319707,-0.0780873640819168,0.00349244179701693,0.0989318619295163,0.304483608428591,-0.594331576849055,-0.262439070228614,1.21214488996112,1.28373103852732,-0.51843431061321,0.972438748626627,-0.842162771080191,-0.0255733748928633,1.93230658113555,4.02917812319046,2.65169327936996,-0.188595242383173,0.291863914184779,0.0390150903353298
"UDK21",-0.503377154351225,-0.0414027753220194,-0.363468669455819,0.0058766851308225,-0.294281981864191,-1.14316022826219,0.230134219732739,0.288938128923551,-0.0433086365166046,1.03324012447696,0.955598465484176,-0.621792473689226,-0.0968504746845949,0.899901966436767,-0.361836238662359,-0.796967535712155,-0.764873199595686,0.0290148899364389,-0.367335674678735,-0.392504649970427,-0.130644261839736
"UDK3",-0.472460648786679,-0.357077987578079,-0.372200619708725,-0.712104843766635,-1.14472788709435,-1.61398758351376,-0.58026773529139,-0.346186133713891,-0.246584033830041,1.23272052671521,0.63637372229967,-0.716237118083589,-0.496545689640313,-0.447788338353399,-0.546975984308212,0.868977655128005,0.430928484131236,0.758561885714595,-0.446267640878091,-0.684906970511829,-0.886984721621689
"UDK4",0.713580235981357,0.406585004770936,-0.0785837934968516,0.218171908142261,-0.591317858902138,0.667420334731024,0.494619720892472,0.318402263617002,-0.140910910160589,0.186889873150139,0.659214986688966,0.747997639336846,1.32677471561025,-0.744294813634871,0.34406564144322,0.299441634650438,0.645589469823246,1.54181543319858,-0.586973785603698,-0.105272614547487,-0.573520104154286
"UDK5",-1.23798608709716,-0.597433230173287,-0.755105062771989,-0.731088588296992,-1.16884616861701,-0.386139910230807,-0.945702366680976,-0.655708202749725,-0.412552956425264,-1.54982421675987,-1.53711081758008,-0.89361097230869,-1.53202336577248,0.0687397087315466,-1.06722407603366,-0.782720672923117,-0.123279317009479,-0.774566988185599,-0.866894599013705,-0.357942723424673,-0.559616168394405
"UDK6",-1.0379226215894,-1.11780292700802,0.299236463500546,0.928417172238885,-0.370185637642399,-0.244395051641078,0.0501469837092018,0.125691067858952,0.108120839630534,-0.782654199398895,-0.34983006559851,-0.935383219177878,-0.188241120294491,1.52198379226345,0.0711680425603248,0.553984897523586,0.289463957372826,0.0428095619380382,1.15577423498167,3.35851592206051,1.80879588577312
"UDK7",-0.0283047552126528,0.284446430145739,1.04744573970597,1.1798590379346,-0.367015568290252,0.808987959162205,0.73457955273322,-0.494778631192709,0.0448705865180255,-0.196584432702398,-0.758834525247176,-0.0864978032307278,0.977797958557274,-0.223636665956,-0.492264591178386,-0.531960270381519,0.403856953470753,-0.338739402450739,0.692061058852874,0.569518784777816,0.6419832513539
"UDK9",-0.291404663357714,1.24590117124978,-0.713438338669324,-0.0345587426639305,0.164014603507899,0.895842889230562,-0.0795979645176062,-0.457377349046477,-0.258022344272609,-0.543648389825519,-0.157216944741604,0.759377222853692,-0.928050888897939,-1.2050330177128,-0.0980526099660838,-0.303805517457583,-0.593082622810251,0.0043625052181335,-0.844188242821973,-1.10780953722554,0.0890697341055251
