"","Acc","TP","TN","FP","FN","OOB"
"1","1","1","1","0","0","0.0337261904761905"
"2","1","1","1","0","0","0.0226666666666667"
"3","1","1","1","0","0","0.0118357142857143"
"4","1","1","1","0","0","0.00738333333333333"
"5","1","1","1","0","0","0.0135547619047619"
"6","1","1","1","0","0","0.00118571428571429"
"7","1","1","1","0","0","0.00075"
"8","1","1","1","0","0","0.00932142857142857"
"9","1","1","1","0","0","0.00132142857142857"
"10","1","1","1","0","0","0.00628571428571429"
"11","1","1","1","0","0","0.0087047619047619"
"12","1","1","1","0","0","0.003"
"13","1","1","1","0","0","0.0152380952380952"
"14","1","1","1","0","0","0.0109428571428571"
"15","1","1","1","0","0","0"
"16","1","1","1","0","0","0.0151071428571429"
"17","1","1","1","0","0","0.00608571428571429"
"18","1","1","1","0","0","0.0035"
"19","1","1","1","0","0","0.00250238095238095"
"20","1","1","1","0","0","0.00153571428571429"
"21","1","1","1","0","0","0.0204619047619048"
"22","1","1","1","0","0","0.00720238095238095"
"23","1","1","1","0","0","0.00301904761904762"
"24","1","1","1","0","0","0.000857142857142857"
"25","1","1","1","0","0","0.01005"
"26","1","1","1","0","0","0.00266666666666667"
"27","1","1","1","0","0","0.00508333333333333"
"28","1","1","1","0","0","0"
"29","1","1","1","0","0","0.00218571428571429"
"30","1","1","1","0","0","0.00025"
"31","1","1","1","0","0","0.00754761904761905"
"32","1","1","1","0","0","0.00748809523809524"
"33","1","1","1","0","0","0"
"34","1","1","1","0","0","0.0226071428571429"
"35","1","1","1","0","0","0.011702380952381"
"36","1","1","1","0","0","0.00430952380952381"
"37","1","1","1","0","0","0.01475"
"38","1","1","1","0","0","0.00775"
"39","1","1","1","0","0","0.00578571428571429"
"40","1","1","1","0","0","0.00407142857142857"
"41","1","1","1","0","0","0.0218214285714286"
"42","1","1","1","0","0","0.0172690476190476"
"43","1","1","1","0","0","0.00166666666666667"
"44","1","1","1","0","0","0.00579761904761905"
"45","1","1","1","0","0","0.00395952380952381"
"46","1","1","1","0","0","0.00125"
"47","1","1","1","0","0","0.00550714285714286"
"48","1","1","1","0","0","0.0104404761904762"
"49","1","1","1","0","0","0.0151214285714286"
"50","1","1","1","0","0","0.0025"
"51","1","1","1","0","0","0.0248928571428571"
"52","1","1","1","0","0","0.0110738095238095"
"53","1","1","1","0","0","0.0146142857142857"
"54","1","1","1","0","0","0.0128166666666667"
"55","1","1","1","0","0","0.00743809523809524"
"56","1","1","1","0","0","0.00693571428571429"
"57","1","1","1","0","0","0.00399047619047619"
"58","1","1","1","0","0","0.0099047619047619"
"59","1","1","1","0","0","0.00622619047619048"
"60","1","1","1","0","0","0.00648809523809524"
"61","1","1","1","0","0","0.0139238095238095"
"62","1","1","1","0","0","0.00708333333333333"
"63","1","1","1","0","0","0.0118357142857143"
"64","1","1","1","0","0","0.001"
"65","1","1","1","0","0","0.00802380952380952"
"66","1","1","1","0","0","0.00858333333333333"
"67","1","1","1","0","0","0.0196904761904762"
"68","1","1","1","0","0","0.00818571428571429"
"69","1","1","1","0","0","0.0094"
"70","1","1","1","0","0","0.00927380952380952"
"71","1","1","1","0","0","0.00975"
"72","1","1","1","0","0","0.00225"
"73","1","1","1","0","0","5e-04"
"74","1","1","1","0","0","0.0115357142857143"
"75","1","1","1","0","0","0.01375"
"76","1","1","1","0","0","0.0242690476190476"
"77","1","1","1","0","0","0.00803095238095238"
"78","1","1","1","0","0","0.00566666666666667"
"79","1","1","1","0","0","0.00880714285714286"
"80","1","1","1","0","0","0.001"
"81","1","1","1","0","0","0.0101785714285714"
"82","1","1","1","0","0","0.00684047619047619"
"83","1","1","1","0","0","0.0014"
"84","1","1","1","0","0","0.00183333333333333"
"85","1","1","1","0","0","0.00802619047619048"
"86","1","1","1","0","0","0.0144285714285714"
"87","1","1","1","0","0","0.00673571428571429"
"88","1","1","1","0","0","0.00196666666666667"
"89","1","1","1","0","0","0.00175"
"90","1","1","1","0","0","8e-04"
"91","1","1","1","0","0","0.00570238095238095"
"92","1","1","1","0","0","0.009"
"93","1","1","1","0","0","0.0253214285714286"
"94","1","1","1","0","0","9e-04"
"95","1","1","1","0","0","0.0231190476190476"
"96","1","1","1","0","0","0.00278571428571429"
"97","1","1","1","0","0","0.00755238095238095"
"98","1","1","1","0","0","0.0223571428571429"
"99","1","1","1","0","0","0.00216666666666667"
"100","1","1","1","0","0","0.00650714285714286"
"101","1","1","1","0","0","0.00376190476190476"
"102","1","1","1","0","0","0.00361904761904762"
"103","1","1","1","0","0","0.0075"
"104","1","1","1","0","0","0.00944047619047619"
"105","1","1","1","0","0","0.004"
"106","1","1","1","0","0","0.0074047619047619"
"107","1","1","1","0","0","0.00367857142857143"
"108","1","1","1","0","0","0.0354404761904762"
"109","1","1","1","0","0","0.0318404761904762"
"110","1","1","1","0","0","0.00727380952380952"
"111","1","1","1","0","0","0.00323333333333333"
"112","1","1","1","0","0","0.00782142857142857"
"113","1","1","1","0","0","0.011597619047619"
"114","1","1","1","0","0","0.00753095238095238"
"115","1","1","1","0","0","0.00690714285714286"
"116","1","1","1","0","0","0.0113"
"117","1","1","1","0","0","0.0164"
"118","1","1","1","0","0","0.0164714285714286"
"119","1","1","1","0","0","0.00837619047619048"
"120","1","1","1","0","0","0.0051452380952381"
"121","1","1","1","0","0","0.0160738095238095"
"122","1","1","1","0","0","0.003"
"123","1","1","1","0","0","0.0148928571428571"
"124","1","1","1","0","0","0.000571428571428571"
"125","1","1","1","0","0","0.0138928571428571"
"126","1","1","1","0","0","0.00204761904761905"
"127","1","1","1","0","0","0.01215"
"128","1","1","1","0","0","0.0122857142857143"
"129","1","1","1","0","0","0"
"130","1","1","1","0","0","0.00582142857142857"
"131","1","1","1","0","0","0.004"
"132","1","1","1","0","0","0.0202738095238095"
"133","1","1","1","0","0","0.0146785714285714"
"134","1","1","1","0","0","0.00882380952380952"
"135","1","1","1","0","0","0.00772619047619048"
"136","1","1","1","0","0","0.00726190476190476"
"137","1","1","1","0","0","0.0294738095238095"
"138","1","1","1","0","0","0.000285714285714286"
"139","1","1","1","0","0","0.0356071428571429"
"140","1","1","1","0","0","0.00285714285714286"
"141","1","1","1","0","0","0.00875"
"142","1","1","1","0","0","0.00335238095238095"
"143","1","1","1","0","0","0.0173261904761905"
"144","1","1","1","0","0","0.0198595238095238"
"145","1","1","1","0","0","0.00175"
"146","1","1","1","0","0","0"
"147","1","1","1","0","0","0.00592380952380952"
"148","1","1","1","0","0","0.00408333333333333"
"149","1","1","1","0","0","0.00669047619047619"
"150","1","1","1","0","0","0.0265928571428571"
"151","1","1","1","0","0","0.0174785714285714"
"152","1","1","1","0","0","0.00409047619047619"
"153","1","1","1","0","0","0.0224595238095238"
"154","1","1","1","0","0","0.0054"
"155","1","1","1","0","0","0.01325"
"156","1","1","1","0","0","0.00461904761904762"
"157","1","1","1","0","0","0.00713809523809524"
"158","1","1","1","0","0","0.00203571428571429"
"159","1","1","1","0","0","0.0123690476190476"
"160","1","1","1","0","0","0"
"161","1","1","1","0","0","0.0146071428571429"
"162","1","1","1","0","0","0.00279285714285714"
"163","1","1","1","0","0","0.0122619047619048"
"164","1","1","1","0","0","0.00228571428571429"
"165","1","1","1","0","0","0.00857142857142857"
"166","1","1","1","0","0","0.0164285714285714"
"167","1","1","1","0","0","0.0365333333333333"
"168","1","1","1","0","0","0.00433333333333333"
"169","1","1","1","0","0","0.0407333333333333"
"170","1","1","1","0","0","0.00195238095238095"
"171","1","1","1","0","0","0.00322619047619048"
"172","1","1","1","0","0","0.0140952380952381"
"173","1","1","1","0","0","0.0318928571428571"
"174","1","1","1","0","0","0.0136404761904762"
"175","1","1","1","0","0","0.00912142857142857"
"176","1","1","1","0","0","0.0189761904761905"
"177","1","1","1","0","0","0.00530952380952381"
"178","1","1","1","0","0","0.00208571428571429"
"179","1","1","1","0","0","0.00391666666666667"
"180","1","1","1","0","0","0.00575"
"181","1","1","1","0","0","0.01125"
"182","1","1","1","0","0","0.00983095238095238"
"183","1","1","1","0","0","0.00216666666666667"
"184","1","1","1","0","0","0.00453333333333333"
"185","1","1","1","0","0","0.00712142857142857"
"186","1","1","1","0","0","0.00753571428571429"
"187","1","1","1","0","0","0.01225"
"188","1","1","1","0","0","0.00925714285714286"
"189","1","1","1","0","0","0"
"190","1","1","1","0","0","0.00923809523809524"
"191","1","1","1","0","0","0.00951904761904762"
"192","1","1","1","0","0","0.00235714285714286"
"193","1","1","1","0","0","0.00075"
"194","1","1","1","0","0","0"
"195","1","1","1","0","0","0.00075"
"196","1","1","1","0","0","0.00538333333333333"
"197","1","1","1","0","0","0.0247285714285714"
"198","1","1","1","0","0","0.00269761904761905"
"199","1","1","1","0","0","0.0068"
"200","1","1","1","0","0","0.000833333333333333"
"201","1","1","1","0","0","0.00161904761904762"
"202","1","1","1","0","0","0.00168571428571429"
"203","1","1","1","0","0","0.0127452380952381"
"204","1","1","1","0","0","0.00735714285714286"
"205","1","1","1","0","0","0.00563809523809524"
"206","1","1","1","0","0","0.00993571428571429"
"207","1","1","1","0","0","0.0119428571428571"
"208","1","1","1","0","0","0.00540714285714286"
"209","1","1","1","0","0","0.00664047619047619"
"210","1","1","1","0","0","0.0211547619047619"
"211","1","1","1","0","0","0.00582142857142857"
"212","1","1","1","0","0","0.0174904761904762"
"213","1","1","1","0","0","0.005"
"214","1","1","1","0","0","0.00917857142857143"
"215","1","1","1","0","0","0.00228571428571429"
"216","1","1","1","0","0","0.00887619047619048"
"217","1","1","1","0","0","0.00362142857142857"
"218","1","1","1","0","0","0.00025"
"219","1","1","1","0","0","0.00830476190476191"
"220","1","1","1","0","0","0.00496428571428571"
"221","1","1","1","0","0","0.00335714285714286"
"222","1","1","1","0","0","0.00427380952380952"
"223","1","1","1","0","0","0.00761428571428571"
"224","1","1","1","0","0","0.00423809523809524"
"225","1","1","1","0","0","0.00523809523809524"
"226","1","1","1","0","0","0.00548809523809524"
"227","1","1","1","0","0","0.00737380952380952"
"228","1","1","1","0","0","0.00352380952380952"
"229","1","1","1","0","0","0.00997142857142857"
"230","1","1","1","0","0","0.0032952380952381"
"231","1","1","1","0","0","0.0165571428571429"
"232","1","1","1","0","0","0.00875238095238095"
"233","1","1","1","0","0","0.00188333333333333"
"234","1","1","1","0","0","0.0348285714285714"
"235","1","1","1","0","0","0.0232166666666667"
"236","1","1","1","0","0","0.0110166666666667"
"237","1","1","1","0","0","5e-04"
"238","1","1","1","0","0","0.00169047619047619"
"239","1","1","1","0","0","0.00214285714285714"
"240","1","1","1","0","0","0.00948809523809524"
"241","1","1","1","0","0","0.00606666666666667"
"242","1","1","1","0","0","0.00544047619047619"
"243","1","1","1","0","0","0.00203571428571429"
"244","1","1","1","0","0","0.00486904761904762"
"245","1","1","1","0","0","0.0155642857142857"
"246","1","1","1","0","0","0.0293595238095238"
"247","1","1","1","0","0","0.00810238095238095"
"248","1","1","1","0","0","0.01"
"249","1","1","1","0","0","0.0102857142857143"
"250","1","1","1","0","0","0.0135714285714286"
"251","1","1","1","0","0","0.003"
"252","1","1","1","0","0","0.00268571428571429"
"253","1","1","1","0","0","0.00254285714285714"
"254","1","1","1","0","0","0.00425"
"255","1","1","1","0","0","0.0138"
"256","1","1","1","0","0","0.0201666666666667"
"257","1","1","1","0","0","0.01"
"258","1","1","1","0","0","0.0259880952380952"
"259","1","1","1","0","0","0.0127547619047619"
"260","1","1","1","0","0","0.00477380952380952"
"261","1","1","1","0","0","0.01375"
"262","1","1","1","0","0","0.0117857142857143"
"263","1","1","1","0","0","0.0143095238095238"
"264","1","1","1","0","0","0.0087047619047619"
"265","1","1","1","0","0","0.00585714285714286"
"266","1","1","1","0","0","0.0178047619047619"
"267","1","1","1","0","0","0.00168571428571429"
"268","1","1","1","0","0","0.0209428571428571"
"269","1","1","1","0","0","0.00025"
"270","1","1","1","0","0","0.0102642857142857"
"271","1","1","1","0","0","0.0166333333333333"
"272","1","1","1","0","0","0.00273809523809524"
"273","1","1","1","0","0","0.0227452380952381"
"274","1","1","1","0","0","0.00638809523809524"
"275","1","1","1","0","0","0.00708333333333333"
"276","1","1","1","0","0","0.00835714285714286"
"277","1","1","1","0","0","0.00944047619047619"
"278","1","1","1","0","0","0.00573333333333333"
"279","1","1","1","0","0","0.00866904761904762"
"280","1","1","1","0","0","0.00845"
"281","1","1","1","0","0","0.01725"
"282","1","1","1","0","0","0.00541666666666667"
"283","1","1","1","0","0","0.00638095238095238"
"284","1","1","1","0","0","0.00858095238095238"
"285","1","1","1","0","0","0.0254428571428571"
"286","1","1","1","0","0","0.00561904761904762"
"287","1","1","1","0","0","0.00813333333333333"
"288","1","1","1","0","0","0.0242904761904762"
"289","1","1","1","0","0","0.0350071428571429"
"290","1","1","1","0","0","0.00233333333333333"
"291","1","1","1","0","0","0.00886666666666667"
"292","1","1","1","0","0","0.0533952380952381"
"293","1","1","1","0","0","0.00489285714285714"
"294","1","1","1","0","0","0.000869047619047619"
"295","1","1","1","0","0","0.00267380952380952"
"296","1","1","1","0","0","0.0269285714285714"
"297","1","1","1","0","0","0.00328571428571429"
"298","1","1","1","0","0","0.0319904761904762"
"299","1","1","1","0","0","0.0101428571428571"
"300","1","1","1","0","0","0.0086547619047619"
"301","1","1","1","0","0","0.00377380952380952"
"302","1","1","1","0","0","0.0283190476190476"
"303","1","1","1","0","0","0.0289047619047619"
"304","1","1","1","0","0","0.00813095238095238"
"305","1","1","1","0","0","0.00785238095238095"
"306","1","1","1","0","0","0.0101547619047619"
"307","1","1","1","0","0","0.0890238095238095"
"308","1","1","1","0","0","0.00278571428571429"
"309","1","1","1","0","0","0.00332142857142857"
"310","1","1","1","0","0","0.00478571428571429"
"311","1","1","1","0","0","0.00297142857142857"
"312","1","1","1","0","0","0.0169"
"313","1","1","1","0","0","0.0193214285714286"
"314","1","1","1","0","0","0.0165833333333333"
"315","1","1","1","0","0","0.0104880952380952"
"316","1","1","1","0","0","0.015452380952381"
"317","1","1","1","0","0","0.00514285714285714"
"318","1","1","1","0","0","0.00519047619047619"
"319","1","1","1","0","0","0.0025"
"320","1","1","1","0","0","0.0313809523809524"
"321","1","1","1","0","0","0.00271428571428571"
"322","1","1","1","0","0","0.00748809523809524"
"323","1","1","1","0","0","0.00552380952380952"
"324","1","1","1","0","0","0.00366666666666667"
"325","1","1","1","0","0","0.00617857142857143"
"326","1","1","1","0","0","0.0119833333333333"
"327","1","1","1","0","0","0.0076547619047619"
"328","1","1","1","0","0","0.00453571428571429"
"329","1","1","1","0","0","0.0106571428571429"
"330","1","1","1","0","0","0.0170428571428571"
"331","1","1","1","0","0","0.00716904761904762"
"332","1","1","1","0","0","9e-04"
"333","1","1","1","0","0","0.00848809523809524"
"334","1","1","1","0","0","0.0309761904761905"
"335","1","1","1","0","0","0.024702380952381"
"336","1","1","1","0","0","0.00735714285714286"
"337","1","1","1","0","0","0.0111738095238095"
"338","1","1","1","0","0","0.0102928571428571"
"339","1","1","1","0","0","0.00025"
"340","1","1","1","0","0","0.00223333333333333"
"341","1","1","1","0","0","0.0028047619047619"
"342","1","1","1","0","0","0"
"343","1","1","1","0","0","0.00734523809523809"
"344","1","1","1","0","0","0.0145833333333333"
"345","1","1","1","0","0","0"
"346","1","1","1","0","0","0.0244714285714286"
"347","1","1","1","0","0","0.00857380952380952"
"348","1","1","1","0","0","0.00485238095238095"
"349","1","1","1","0","0","0.0117333333333333"
"350","1","1","1","0","0","0.00175"
"351","1","1","1","0","0","0.00435714285714286"
"352","1","1","1","0","0","0.01175"
"353","1","1","1","0","0","0.000983333333333333"
"354","1","1","1","0","0","0.0140880952380952"
"355","1","1","1","0","0","0.0133833333333333"
"356","1","1","1","0","0","0.00502142857142857"
"357","1","1","1","0","0","0.0015"
"358","1","1","1","0","0","0.0105404761904762"
"359","1","1","1","0","0","0.000666666666666667"
"360","1","1","1","0","0","0.0309547619047619"
"361","1","1","1","0","0","0.0291"
"362","1","1","1","0","0","0.01845"
"363","1","1","1","0","0","0.00475"
"364","1","1","1","0","0","0"
"365","1","1","1","0","0","0.00454761904761905"
"366","1","1","1","0","0","0.0139904761904762"
"367","1","1","1","0","0","0.00328571428571429"
"368","1","1","1","0","0","0.00125"
"369","1","1","1","0","0","0.00782142857142857"
"370","1","1","1","0","0","0.00183333333333333"
"371","1","1","1","0","0","0.000666666666666667"
"372","1","1","1","0","0","0.00809523809523809"
"373","1","1","1","0","0","0.00973333333333333"
"374","1","1","1","0","0","0.00721666666666667"
"375","1","1","1","0","0","0.00507142857142857"
"376","1","1","1","0","0","0.00428571428571429"
"377","1","1","1","0","0","0.0147952380952381"
"378","1","1","1","0","0","0.0014047619047619"
"379","1","1","1","0","0","0.00356666666666667"
"380","1","1","1","0","0","0.00528571428571429"
"381","1","1","1","0","0","0.0148238095238095"
"382","1","1","1","0","0","0.00468809523809524"
"383","1","1","1","0","0","0.0015"
"384","1","1","1","0","0","0.00601904761904762"
"385","1","1","1","0","0","0.0109880952380952"
"386","1","1","1","0","0","0.00388333333333333"
"387","1","1","1","0","0","0.00486904761904762"
"388","1","1","1","0","0","0.0193571428571429"
"389","1","1","1","0","0","0.00175"
"390","1","1","1","0","0","0.00414285714285714"
"391","1","1","1","0","0","0.00784285714285714"
"392","1","1","1","0","0","0.00753571428571429"
"393","1","1","1","0","0","0.0115190476190476"
"394","1","1","1","0","0","0.00363095238095238"
"395","1","1","1","0","0","0.00452380952380952"
"396","1","1","1","0","0","0.0150833333333333"
"397","1","1","1","0","0","0.0185142857142857"
"398","1","1","1","0","0","0.00536904761904762"
"399","1","1","1","0","0","0.00623809523809524"
"400","1","1","1","0","0","0.0202928571428571"
"401","1","1","1","0","0","0.01215"
"402","1","1","1","0","0","0.00495238095238095"
"403","1","1","1","0","0","0.000535714285714286"
"404","1","1","1","0","0","0.00295238095238095"
"405","1","1","1","0","0","0.0035"
"406","1","1","1","0","0","0.0151904761904762"
"407","1","1","1","0","0","0.0052047619047619"
"408","1","1","1","0","0","0.00463333333333333"
"409","1","1","1","0","0","0.0229642857142857"
"410","1","1","1","0","0","0.0139"
"411","1","1","1","0","0","0.00830476190476191"
"412","1","1","1","0","0","0.0109547619047619"
"413","1","1","1","0","0","0.0189738095238095"
"414","1","1","1","0","0","0.0110071428571429"
"415","1","1","1","0","0","0.010352380952381"
"416","1","1","1","0","0","0.00410714285714286"
"417","1","1","1","0","0","0.00728571428571429"
"418","1","1","1","0","0","0"
"419","1","1","1","0","0","0.00328571428571429"
"420","1","1","1","0","0","0.00417857142857143"
"421","1","1","1","0","0","0.0022047619047619"
"422","1","1","1","0","0","0.008"
"423","1","1","1","0","0","0.008"
"424","1","1","1","0","0","0.0114714285714286"
"425","1","1","1","0","0","0.00369761904761905"
"426","1","1","1","0","0","0.0115238095238095"
"427","1","1","1","0","0","0.0180833333333333"
"428","1","1","1","0","0","0.0149761904761905"
"429","1","1","1","0","0","0.0152261904761905"
"430","1","1","1","0","0","0.00381666666666667"
"431","1","1","1","0","0","0.00769047619047619"
"432","1","1","1","0","0","0.0073"
"433","1","1","1","0","0","0.00354761904761905"
"434","1","1","1","0","0","0.00511904761904762"
"435","1","1","1","0","0","0.00605"
"436","1","1","1","0","0","0.00928571428571429"
"437","1","1","1","0","0","0.0163761904761905"
"438","1","1","1","0","0","0.00354285714285714"
"439","1","1","1","0","0","0.0252380952380952"
"440","1","1","1","0","0","0.0219166666666667"
"441","1","1","1","0","0","0.0111904761904762"
"442","1","1","1","0","0","0.0218690476190476"
"443","1","1","1","0","0","0.00222142857142857"
"444","1","1","1","0","0","0.00478571428571429"
"445","1","1","1","0","0","0.00504285714285714"
"446","1","1","1","0","0","0.00541904761904762"
"447","1","1","1","0","0","0.0145428571428571"
"448","1","1","1","0","0","0.00267857142857143"
"449","1","1","1","0","0","0.0310595238095238"
"450","1","1","1","0","0","0.0182619047619048"
"451","1","1","1","0","0","0.000916666666666667"
"452","1","1","1","0","0","0.00562619047619048"
"453","1","1","1","0","0","0.00403571428571429"
"454","1","1","1","0","0","0.00633333333333333"
"455","1","1","1","0","0","0.0198904761904762"
"456","1","1","1","0","0","0.0267857142857143"
"457","1","1","1","0","0","0.00228571428571429"
"458","1","1","1","0","0","0.001"
"459","1","1","1","0","0","0.001"
"460","1","1","1","0","0","0.01615"
"461","1","1","1","0","0","0.00572619047619048"
"462","1","1","1","0","0","0.00770238095238095"
"463","1","1","1","0","0","NaN"
"464","1","1","1","0","0","0.00303571428571429"
"465","1","1","1","0","0","0.01"
"466","1","1","1","0","0","0.0356666666666667"
"467","1","1","1","0","0","0.00203571428571429"
"468","1","1","1","0","0","0.0318690476190476"
"469","1","1","1","0","0","0.00460714285714286"
"470","1","1","1","0","0","0.0148166666666667"
"471","1","1","1","0","0","0.00465714285714286"
"472","1","1","1","0","0","0.00706904761904762"
"473","1","1","1","0","0","0.0042952380952381"
"474","1","1","1","0","0","0.0184047619047619"
