Sample	A0A075B6I0	A0A075B6K4	A0A0A0MS15	A0A0B4J1U3	A0A0B4J1U7	A0A0B4J1V0	A0A0B4J1Y8	A0M8Q6	A1L4H1	B9A064	O00151	O00187	O00299	O00391	O00462	O00533	O00584	O00592	O00602	O14773	O14786	O14791	O14818	O14950	O14960	O15031	O15144	O15204	O15394	O15511	O43278	O43505	O43866	O60844	O75083	O75144	O75223	O75347	O75368	O75635	O75636	O75874	O75882	O94769	O95428	O95445	O95479	O95497	O95810	O95865	O95969	O95980	P00325	P00338	P00352	P00390	P00441	P00450	P00451	P00488	P00491	P00492	P00533	P00558	P00568	P00734	P00736	P00738	P00739	P00740	P00742	P00746	P00747	P00748	P00751	P00915	P00918	P00995	P01008	P01009	P01011	P01019	P01023	P01024	P01031	P01033	P01034	P01040	P01042	P01042-2	P01130	P01137	P01344	P01591	P01780	P01782	P01833	P01834	P01859	P01860	P01861	P01871	P01876	P02042	P02144	P02452	P02461	P02533	P02538	P02545	P02549	P02647	P02649	P02652	P02654	P02655	P02656	P02671	P02675	P02679	P02730	P02741	P02743	P02745	P02746	P02747	P02748	P02749	P02750	P02753	P02760	P02763	P02765	P02766	P02768	P02774	P02775	P02786	P02787	P02788	P02790	P02792	P02794	P03950	P03951	P03952	P03973	P04003	P04004	P04040	P04062	P04066	P04070	P04075	P04083	P04114	P04179	P04180	P04196	P04217	P04259	P04264	P04275	P04278	P04406	P04746	P04792	P05062	P05089	P05090	P05106	P05107	P05109	P05120	P05121	P05154	P05155	P05156	P05160	P05164	P05186	P05362	P05451	P05452	P05543	P05546	P05556	P06276	P06312	P06396	P06576	P06681	P06702	P06727	P06732	P06733	P06744	P06748	P06753-2	P07148	P07195	P07203	P07225	P07237	P07307	P07339	P07355	P07357	P07358	P07359	P07360	P07384	P07437	P07602	P07686	P07737	P07738	P07858	P07942	P07988	P07996	P08123	P08185	P08195	P08253	P08294	P08319	P08514	P08519	P08567	P08571	P08581	P08603	P08637	P08670	P08697	P08709	P08758	P08779	P09172	P09211	P09382	P09486	P09619	P09668	P09871	P09960	P0C0L4	P0C0L5	P0DMV9	P0DOX3	P0DOX5	P0DOX7	P0DOY2	P0DP23	P10451-5	P10586	P10599	P10619	P10643	P10645	P10646	P10646-2	P10720	P10721	P10768	P10909-4	P11021	P11047	P11142	P11166	P11171	P11226	P11277	P11279	P11597	P11717	P12109	P12111	P12259	P12273	P12318	P12814	P12821	P12830	P12955	P13224	P13473	P13497	P13598	P13639	P13645	P13646	P13647	P13667	P13671	P13716	P13727	P13796	P13797	P13987	P14151	P14314	P14543	P14618-2	P14625	P14780	P14923	P15090	P15144	P15151	P15169	P15291	P15311	P15924	P16035	P16109	P16233	P16452	P16581	P17174	P17301	P17813	P17900	P17931	P17936	P18065	P18206	P18428	P18850	P19013	P19022	P19320	P19440	P19652	P19823	P19827	P20023-3	P20618	P20742	P20774	P20851	P20930	P20933	P21333	P21926	P22061	P22105	P22352	P22392-2	P22532	P22692	P22735	P22792	P22891	P22897	P23141	P23142	P23142-4	P23284	P23381	P23467	P23470	P23471	P23526	P23528	P24043	P24298	P24592	P24593	P24821	P25311	P25705	P25774	P25786	P25787	P25788	P25789	P26038	P26447	P26572	P26927	P26992	P27105	P27169	P27487	P27797	P27824	P27918	P27930	P28066	P28070	P28799	P28827	P29034	P29401	P29508	P29622	P29966	P30041	P30043	P30044	P30046	P30086	P30101	P30740	P31146	P31150	P31151	P31944	P31946	P31947	P32004	P32119	P32754	P32942	P33151	P33908	P34096	P35443	P35527	P35542	P35555	P35579	P35612	P35858	P35908	P35916-1	P36871	P36952	P36955	P36980	P37802	P37837	P37840	P39060	P40189	P40197	P40199	P40925	P40926	P40967	P42357	P42785	P43121	P43251	P43652	P45880	P46531	P47929	P48594	P48637	P48740	P48740-2	P48740-3	P49257	P49747	P49908	P49913	P50395	P50452	P50552	P51884	P52209	P52566	P53634	P54108	P54727	P54764	P55056	P55058	P55072	P55103	P55285	P55290	P56199	P58107	P58166	P58335	P60174-1	P60660	P60709	P60900	P60981	P60985	P61158	P61160	P61224	P61626	P61769	P61916	P62258	P62491	P62805	P62826	P62873	P62937	P62987	P63104	P63241	P67936	P67936-2	P68036	P68104	P68133	P68363	P68366	P68871	P69905	P78324	P78417	P80108	P80188	P80723	P81605	P98160	P99999	Q01459	Q01469	Q01518	Q02413	Q02818	Q02985	Q03167	Q03591	Q04695	Q04721	Q04756	Q05682-4	Q06033	Q06830	Q07075	Q07954	Q08188	Q08380	Q08554	Q08830	Q10588	Q12805	Q12841	Q12860	Q12884	Q12907	Q12913	Q13093	Q13103	Q13201	Q13228	Q13275	Q13418	Q13421	Q13449	Q13508	Q13740	Q13790	Q13822	Q13835-2	Q13867	Q14019	Q14118	Q14126	Q14247	Q14314	Q14515	Q14520	Q14533	Q14574	Q14624	Q14697	Q14956	Q15063	Q15063-4	Q15113	Q15166	Q15223	Q15404	Q15485	Q15517	Q15582	Q15828	Q15848	Q15942	Q16181	Q16270	Q16378	Q16610	Q16627	Q16695	Q16706	Q16775	Q16851	Q16853	Q29963	Q4LDE5	Q5D862	Q5JXB2	Q5T749	Q5VY43	Q6EMK4	Q6KB66	Q6NUJ1	Q6P179	Q6UVK1	Q6UWP8	Q6UX71	Q6UXB8	Q6UXH9	Q6UY14	Q6YHK3	Q6ZVX7	Q76LX8	Q7Z3B1	Q7Z3Y8	Q7Z794	Q7Z7G0	Q7Z7M0	Q86SQ4	Q86TH1	Q86U17	Q86UD1	Q86UN3	Q86UX7	Q86VB7	Q86WI1	Q86YZ3	Q8IUL8	Q8IW75	Q8IWV2	Q8IZF2	Q8IZP2	Q8N149	Q8N1N4	Q8N6C8	Q8NBJ4	Q8NBP7	Q8NBS9	Q8NI99	Q8TDL5	Q8TER0	Q8WUM4	Q8WVV4-1	Q8WWQ8	Q8WWY7	Q8WWZ8	Q8WZ75	Q8WZA1	Q92484	Q92496	Q92520	Q92743	Q92820	Q92859	Q92954-6	Q93063	Q93070	Q96CX2	Q96IY4	Q96KG7	Q96KN2	Q96NZ9	Q96P63	Q96PD5	Q96QA5	Q96S96	Q99436	Q99497	Q99650	Q99715	Q99784	Q99969	Q99972	Q99983	Q9BRK5	Q9BS26	Q9BTY2	Q9BUN1	Q9BXN1	Q9BXR6	Q9BY67	Q9C075	Q9GZZ8	Q9H1U4	Q9H4A4	Q9H4A9	Q9H8L6	Q9HBB8	Q9HBR0	Q9HC38	Q9HCL0	Q9HCU0	Q9HCY8	Q9HDC9	Q9NPH3	Q9NPY3	Q9NQ38	Q9NQ79	Q9NRN5	Q9NSC7	Q9NY15	Q9NY97	Q9NZ08	Q9NZH8	Q9NZK5	Q9NZP8	Q9NZT1	Q9P232	Q9UBQ6	Q9UBR2	Q9UBW5	Q9UBX1	Q9UBX7-1	Q9UEW3	Q9UGM5	Q9UHG3	Q9UJJ9	Q9UK23	Q9UK55	Q9ULI3	Q9ULV4	Q9UM47	Q9UMX5	Q9UNN8	Q9UNW1	Q9Y274	Q9Y490	Q9Y4D7	Q9Y4L1	Q9Y5C1	Q9Y5Y7	Q9Y6R7	Q9Y6Z7
K_1	329.4171367	81.78569425	48.81944444	NA	53.43399905	52.94661863	33.69010264	100.3978125	96.98468468	649.8374205	25.68480392	94.90322245	54.97617322	771.9255369	24.39251969	775.5542175	23.84052632	82.44411085	35.73431703	NA	195.614357	1599.750659	85.38019452	21.7806338	43.0003988	16.41315789	31.39976553	83.65814917	113.8798014	NA	NA	NA	356.3332236	NA	71.92224955	NA	29.40601402	8.588690476	9.687850467	5.653556485	685.9567061	28.29481982	1977.465326	11.0876506	35.29699248	945.705937	35.41655405	355.019642	41.07638889	5.004320988	29.87953368	26.37734878	45.81985294	109.6706861	NA	16.12984496	115.648125	3302.904257	78.41224619	1396.479325	59.09339853	NA	196.172166	110.5498623	22.1917495	3912.184661	3945.850712	3687.308012	229.5725328	948.252973	1074.037254	284.7084473	5558.887943	866.2231721	10440.68142	218.6677604	47.36764706	9.890350877	2161.255613	10716.55486	9519.904008	6002.754291	8483.435006	3145.049343	2687.684668	NA	236.4971854	6.630782313	7633.205712	1479.430952	32.78404558	43.13451119	103.1272237	333.6295786	241.4461231	167.8251645	62.73943396	104.7467751	468.955812	248.5949572	61.3823124	1870.193795	718.3762118	108.0635665	24.42583933	39.83314176	94.32361111	378.4964539	491.5393165	34.69939577	256.5106613	4599.61214	1499.714723	8730.145893	2229.584059	3440.106554	1918.017777	5944.905805	1637.131796	3683.241075	41.60324675	241.3972959	3194.247769	474.2552291	1662.736955	275.1101436	529.5430133	1161.70612	3466.463129	3639.755956	1316.004435	590.3440514	7191.57521	6289.668654	23382.97276	16278.34284	783.9970442	1344.707634	2822.700344	136.5312624	7789.906154	66.78737143	NA	162.3292373	1212.92787	4038.53597	NA	5166.71705	5916.487258	386.6313231	8.016257669	NA	597.7276263	122.9275168	6.804248366	1375.90303	88.81013514	574.9368491	2144.199144	4683.296955	125.3067488	1412.331022	3150.535848	342.4898836	144.4583333	81.18832117	54.66654135	82.58336568	72.02339972	3671.593036	115.7958724	NA	185.9273735	20.75384615	30.87505721	550.6936246	8732.133701	2317.936056	2509.288673	18.17090909	12.88421053	381.4178441	21.20961538	2739.103125	3705.96964	3314.737976	329.987433	1291.376281	38.37580438	3945.36348	7.980555556	4137.718203	113.3221615	3681.823481	64.76097986	68.80551452	16.35	18.25365566	30.93807339	NA	247.4486515	12.6875	2302.32913	211.5169561	31.37992832	114.7288728	147.961581	1310.38483	1472.392305	794.4084052	594.7058278	16.16091954	37.25534653	91.75996759	37.89405405	74.89809322	42.19703329	210.7225872	398.6983986	57.7844086	831.5932674	17.68655015	3919.613765	170.76157	295.1425435	52.07639524	20.77907445	42.21621622	331.6946545	30.57863692	222.5122287	63.82691771	6461.433024	255.5810399	3.49569378	4137.766411	34.17019544	14.98026316	310.1512074	761.3401725	88.34369919	25.63201058	195.7763819	274.1491399	71.16900533	3777.848955	122.7562739	3026.983589	361.9308364	48.38707713	NA	5501.755784	305.7583808	208.1783325	NA	21.02983947	42.30981335	78.50225904	59.48836105	1430.94362	73.14545455	129.6264815	NA	45.59047716	117.7642387	17.08246914	4531.982188	627.9387295	38.42494331	44.68200409	14.44228723	11.01386861	1151.272242	171.7602196	74.55672437	229.0252963	307.5780764	74.15936675	660.3272276	2479.075032	127.9699422	11.54493671	173.4259183	151.4792164	163.9173614	106.8595176	20.63263328	204.0426081	30.06842105	246.4742381	NA	1780.459386	20.31745672	1254.765573	24.99462891	2075.345316	36.35906801	94.14790576	691.5786665	NA	154.7678571	926.0531851	NA	149.0268713	331.4674316	320.1996366	13.11483871	89.94536352	46.01331744	582.0113656	107.9846439	891.3914277	35.21611722	12.96856061	525.5441516	87.8021284	108.9274005	NA	NA	22.31578947	NA	70.31296296	192.1565417	100.4572292	120.8628031	1371.661858	209.3257388	807.3918073	348.5707538	27.79918033	41.95498714	36.82150259	893.21715	NA	1466.682069	3731.842086	10112.67974	134.3250951	12.77132216	2920.308332	135.4544305	2941.61698	8.579069767	NA	630.7857684	17.50011534	21.0090625	556.0973758	752.1697473	75.14222222	10.69777778	169.1498559	12.22145594	1873.710908	881.9904534	292.1571471	23.58270677	796.2445237	108.2886486	21.78046218	NA	59.32729258	152.0206682	14.1618705	17.5372449	104.0881261	121.6474399	21.67142857	97.80927169	260.2033196	556.9499228	3274.078116	9.539210526	63.5872434	27.31105919	26.18488889	64.98260223	56.74428571	235.7133626	37.8673028	43.13475	815.6257901	60.38361872	33.40582524	1164.343367	208.9612188	69.3253	10.31679389	644.7095541	NA	27.77632344	13.00285714	45.55905947	30.29131313	NA	107.4863234	36.38527708	3184.517304	NA	24.74797571	61.54599652	11.46008772	52.33688999	40.27053942	397.7765957	33.9328792	26.796	21.68715847	158.0901291	256.147576	11.29966887	NA	NA	491.1819979	21.22128099	33.11007752	389.7364494	337.4821971	110.8258648	246.6682116	251.8767832	1449.616579	96.22668622	510.3317179	13.4045977	1374.306494	3522.986374	135.9000876	43.22165605	11.27782805	3259.116047	758.6664884	181.0577634	62.89625749	73.92169069	85.46856931	90.92740722	21.84537402	15.16882129	23.03608247	67.02339921	NA	NA	NA	238.5605308	2096.235154	4462.093018	9.301369863	36.96850153	6.107165109	NA	44.03977273	2151.272211	410.8973034	207.4210938	12.13333333	302.6767113	1043.820072	30.35416667	68.98841834	NA	21.38950472	3684.389598	NA	29.45769231	NA	351.0242618	17.84637681	NA	539.4149257	57.78355019	40.58898305	64.72834912	NA	39.51341402	29.2784	NA	9.5	42.2085213	38.64746396	110.9876696	82.78087855	21.58515101	NA	27.36146789	17.46485043	NA	76.47204149	769.402805	355.2137332	45.43055843	89.6675836	10.92777778	10.4474359	42.46236133	43.38344086	337.7665412	96.86860555	157.0413462	17.48545455	77.96949153	100.6442023	40.35660535	29.7780236	24.35288684	24.83242424	27.67857143	783.6899148	661.8390603	24.22590361	100.734453	1777.931722	223.8520527	46.84281701	278.2256616	415.8905815	20.96692913	240.6490831	58.08709898	92.54433241	205.3349	56.64979859	NA	40.18023715	973.6300613	203.8018509	143.03852	734.9878059	30.97434174	2080.084758	166.8425578	131.8733491	500.4127727	64.72419137	634.6872222	117.1612459	201.6325915	NA	47.03386139	68.40860119	297.6946337	41.45412214	53.03087687	20.35275591	284.3338949	374.215285	101.6113355	89.06702067	19.80994475	15.5954023	34.74198895	18.98559464	309.4192975	436.984127	877.5784969	429.6156893	17.38883721	66.44340426	24.96512821	37.28826291	226.8799006	13.33811659	43.59917864	506.723403	2725.78551	25.71090047	114.7648536	7747.911273	NA	67.42130653	50.495625	NA	221.5885995	316.3049299	NA	49.01530612	583.5083333	31.26410959	462.9136838	124.6052209	84.61872677	56.09552	20.2953271	129.7583885	NA	2996.229342	NA	NA	179.503125	8.230872483	51.06735823	141.3764605	NA	93.26413934	396.0420361	20.52537313	58.31176471	31.89521739	403.3609198	59.75527869	47.04489796	36.97826087	NA	146.2632249	244.4735418	569.8427409	28.38488372	36.35308044	122.4331461	45.0287187	189.7685271	48.83064516	50.98412698	274.4586587	149.6916785	130.6772392	35.80692675	55.61163265	79.95909278	176.2633644	37.68353873	48.2179036	219.7847673	NA	NA	24.63867925	42.00736398	86.9922619	65.99557522	NA	31.67558528	121.2436326	NA	252.8090826	317.8467245	17.94053254	NA	12.22807018	NA	14.88580247	20.30519645	NA	NA	183.1508152	31.00326797	14.24184397	72.848	318.4201424	7.927629234	23.21976401	670.1121861	98.23130081	1966.204414	36.75	86.66848	15.38833992	1734.245171	26.67814371	1061.861292	93.01022305	84.81107784	2123.248991	82.59668508	104.701087	17.40204778	67.29911924	NA	NA	563.3454174	94.18503937	46.01123596	51.24501634	NA	25.28674699	122.9933429	79.58	28.33205128	928.9759164	34.02406228	45.18349901	NA	24.68113208	39.64360465	245.2118891	36.31578947	41.23105289	132.0719735	19.90382883	68.69556075	24.69047619	29.90595483	182.1231508	338.4361366	NA	54.95816794	147.2283269	69.67574627	28.4382494	45.17504105	24.55645161	60.8016791	NA	121.6545965	945.5432727	24.29248166	130.7538767	75.92394469	17.96429872	19.39478261	54.09259259	NA	21.96439791	562.7139162	585.5508781	144.8199519	NA	1288.643742	100.8489796	12.50473485	17.18895966	56.11563422	10.55789474	355.9730705	21.07720588	693.8685557	NA	88.03549724	482.0309899	467.8799329	802.1455658	118.8
K_10	163.4396272	124.0654979	21.5234375	NA	53.75653828	39.76613082	35.69754399	127.704375	117.4280098	833.8363306	122.6406863	63.83170478	113.4773292	714.7794631	24.39251969	689.7163666	34.94087719	102.0535797	50.61049747	NA	238.8271785	1110.831648	121.1151636	107.2897887	87.87300598	27.09473684	90.93552169	147.6650552	109.2370605	NA	NA	NA	487.5093843	NA	141.9434705	NA	51.21170442	17.72559524	22.56074766	7.891422594	858.9392877	45.5740991	1563.615925	17.09698795	51.0802005	702.1277332	43.33671171	196.9931128	98.21038251	6.42345679	44.21567358	23.48931789	124.7367647	76.00108696	NA	20.22131783	198.0864844	3108.441047	83.08058376	1378.586818	73.77721271	NA	214.1514768	174.7082645	39.26232604	2857.892697	3652.639328	3889.10042	93.14660756	896.972986	531.6323209	364.9487004	4203.645582	370.1816747	10861.12963	175.0898438	29.60477941	14.63450292	1705.550821	6786.528507	7450.392702	3903.791885	5003.647728	3537.164344	2392.521709	NA	448.5055946	12.73945578	7623.944026	164.2464782	32.71794872	88.59858657	85.68733154	416.9351327	155.6185692	115.4208882	43.45231132	124.4718172	393.2198909	200.4403784	54.87473201	2062.50142	2229.418689	80.24873828	43.97916667	52.9532567	125.6256944	417.0527079	693.0281785	50.89244713	212.3908275	7021.835212	1285.515934	6798.6915	3023.931844	2814.086665	1812.191618	3727.275833	2177.280014	5048.464501	17.2030303	127.3837222	4769.228076	508.83077	2218.39619	174.5801167	629.5581749	1014.266539	2414.513393	3555.50532	1398.119654	530.8831852	5168.128741	5049.752636	14034.43305	10228.94362	2070.944966	1538.997729	2172.216111	165.6119284	6068.077478	66.99805714	NA	97.24618644	1143.671919	3750.081606	NA	6273.272157	5752.158082	402.1477643	12.58466258	NA	508.8148306	168.704698	6.080392157	970.392356	88.34878378	669.820926	3087.841082	4780.593029	168.0152522	1824.129628	3123.084323	348.2180302	224.5745929	70.40243309	95.1981203	126.7017275	82.38048364	2658.404725	376.0353821	NA	383.8432767	31.81346154	60.79610984	752.6865359	5835.110167	3048.484022	1933.506042	25.18424242	25.94736842	309.4349939	27.28076923	3396.525	4100.890814	3836.292569	455.7503065	1491.405319	33.57882883	5461.133363	23.70694444	4504.411923	233.7503332	8849.366432	40.36512393	151.0007386	43.19328358	22.06485849	119.0361239	NA	271.5575726	19.36513158	1985.175	339.3568746	32.26594982	184.0998192	149.4948617	889.544041	1294.652276	814.2166705	511.3379325	26.46896552	103.4805446	124.463675	33.46621622	125.8993644	39.8734081	437.5847695	497.4182607	78.94625724	1845.795781	27.67895137	2952.049396	183.1105182	321.2269729	81.8600183	30.38390342	97.58783784	2705.946014	78.87414425	319.8880217	41.22559275	6317.559606	287.737175	14.65502392	4026.349349	47.00407166	24.51315789	354.2618794	700.3484301	104.0175813	33.61084656	287.3676717	218.182012	153.0090586	3932.566603	183.338154	3007.493583	327.144028	63.35886333	30.326	6760.53079	311.5968928	212.0965826	NA	33.03116147	95.54623869	79.34036145	53.05118765	1185.136364	97.03570381	145.4780556	NA	98.55866639	94.61299414	19.77481481	4539.400335	663.0783102	54.44263039	85.99693252	18.62845745	11.29270073	715.2921698	170.8067025	76.74420772	553.3140172	306.1120226	129.7013193	1066.091369	3888.07414	146.2890173	48.01101266	394.3070998	178.6368448	293.192746	134.5172751	38.11696284	176.0142027	26.25263158	261.3009549	NA	2492.122302	20.39187964	1446.567443	44.03027344	1870.223976	35.66486146	56.75209424	772.2902227	NA	181.8482143	1058.102945	NA	232.9688623	455.1287207	686.7936854	20.81032258	92.82662168	114.5093324	358.5224729	111.7331973	825.2358966	44.82051282	28.15776515	645.5199365	143.7646371	194.6276347	NA	NA	38.14605263	NA	88.5973064	138.2958274	139.835063	157.4420461	992.7364389	331.8829979	1564.737142	1106.857889	32.62745902	52.18791083	71.37318653	934.8892	NA	1833.108464	3118.090659	9091.62028	77.70190114	11.80744879	1963.972508	245.2039454	2871.378001	26.14573643	NA	1906.784292	37.20818916	16.66541667	777.3429842	793.1351193	98.85777778	4.205333333	237.1893012	25.93333333	1982.063725	241.5164368	335.5686581	33.29323308	1034.946948	146.0213514	38.64495798	NA	62.20218341	141.3473497	26.53956835	27.01683673	186.3757124	147.1605247	17.04642857	175.0056043	282.1923325	697.7878344	3814.409272	31.50157895	150.9505865	33.25700935	23.38844444	83.99266419	80.12850932	367.3086358	41.16908397	89.422625	790.1374842	35.04172374	58.7409154	1637.973128	235.3407202	91.797975	12.75	678.3578025	NA	31.21902269	13.95428571	61.16016598	38.34343434	NA	183.4814964	53.79410579	2897.180372	NA	39.89979757	87.94477807	35.35328947	38.87551696	59.87593361	265.6272796	56.57547684	55.68	34.32377049	188.7935839	327.3523579	30.07450331	NA	NA	404.3463857	31.67355372	24.74418605	657.3097865	584.5235648	114.6871069	342.3762268	293.4477642	1685.306837	100.8986804	1344.968148	12.99425287	801.4629793	3899.534821	112.36617	35.79808917	7.154751131	4120.786324	1398.707468	540.3060998	95.73682635	126.3922018	109.6568013	100.8639669	44.49094488	24.03802281	27.5871134	96.5527668	NA	NA	NA	247.6103437	1570.919166	3398.351521	28.70136986	52.52538226	5.402492212	NA	53.52660124	1820.852349	395.8069663	182.3832813	31.72	945.5350096	676.0932075	46.02083333	105.1844291	NA	63.82240566	5838.265542	NA	111	NA	307.1144411	28.09855072	NA	354.5319261	56.55845725	66.20338983	102.0045332	NA	61.27876954	30.62453333	NA	11.6	77.06027569	47.63969568	466.7250299	191.4418605	25.90218121	NA	21.60733945	34.71319444	NA	235.6567185	937.9262798	584.9959107	56.27562048	209.2243617	40.78402778	14.65042735	56.44663233	52.94935484	629.9449603	97.70608629	299.8514423	24.02909091	269.8216949	326.1780442	57.22639353	36.97271386	63.19076212	70.55909091	112.4107143	594.5164367	533.898776	37.98275602	154.0816997	1355.137176	318.4166162	64.8367175	441.3334121	506.0185935	27.29028871	225.1373129	37.38939704	259.3313195	281.8530539	106.7473313	NA	87.81660079	1445.447332	293.9175697	123.7261976	696.0198394	48.04436975	3130.144726	192.6982759	89.90235849	467.2386791	89.52725741	600.5675	133.6743627	264.0255503	22.41	65.97188119	81.53125	188.6725154	65.84396947	74.38097015	26.00629921	131.9100404	625.5393135	275.1105458	94.54994259	24.76243094	57.9954023	37.21450276	18.08509213	243.7985771	431.031746	727.1364689	510.3445218	24.39627907	101.413617	55.61538462	42.39624413	202.8151278	31.01704036	76.70225873	749.0733028	3226.830073	19.35229068	143.96841	8189.958118	NA	93.23276382	80.22	NA	374.3828704	377.6112224	NA	65.60510204	206.0141667	39.3739726	438.5255871	109.608969	208.1770446	175.41472	34.7682243	215.9652736	NA	2996.229342	NA	NA	256.85	13.13020134	71.20318119	202.8014748	NA	138.805123	474.4951785	34.20895522	13.31029412	12.49695652	462.0837972	70.10504918	38.53786848	85.73478261	NA	220.542409	255.0332629	847.4693575	33.41511628	59.48294323	188.5320225	41.17599411	137.1453488	70.59516129	13.18377425	572.965544	135.5873044	80.0109589	50.42002389	101.5067347	70.74232348	178.0246432	35.93661972	115.9192043	169.2813853	NA	NA	21.29056604	69.64169794	91.05272109	125.4610619	NA	17.55183946	172.7574862	NA	334.0881531	407.7537094	28.44230769	NA	50.70175439	NA	32.97777778	24.03776933	NA	NA	182.3498641	25.63398693	19.20992908	62.8	250.9885443	17.89073084	28.83333333	805.7491253	118.9167344	2285.460876	33.7016129	103.87152	31.46442688	1900.199468	18.03592814	2095.037184	109.7067844	73.87724551	2116.565011	109.1712707	101.1645169	17.29846416	101.4722222	NA	NA	423.1064114	184.3622047	65.26516854	44.94387255	NA	7.087951807	148.0002882	101.6580952	31.91692308	1342.010447	36.18004246	64.97992048	NA	24.09811321	45.41802326	255.8228763	41.05263158	43.22610383	175.0095357	21.68626126	99.80654206	38.12857143	27.72833676	282.1700288	278.0349694	NA	61.82793893	278.1130838	79.84738806	59.77398082	56.34351396	16.25806452	74.47985075	NA	209.2813107	972.5095638	37.41042176	123.0740557	90.67176128	14.44954463	50.19826087	43.44444444	NA	28.64921466	594.0212722	687.7583478	206.136238	NA	522.3157115	162.3408163	30.49715909	44.84076433	158.4660767	12.34736842	561.5932121	22.81433824	1700.38234	NA	119.2875691	857.9859333	496.6133001	444.5215455	140.64
